Sheet,Jurisdiction,Jurisdiction Setting,Jurisdiction Role,HSTM Setting,HSTM Role,Regulation Type,Oversight / Professional Agency,Requirement Level,Authority Level,Citation,Training Topic / Competency Item,Relationship,Purpose,Hours Required,Source URL,Notes / Research Flags
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Domain 1: Federal Regulatory Framework and SNF Compliance,Parent,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Describes the federal CMS Conditions of Participation for Long-Term Care Facilities (42 CFR 483) as the governing regulatory framework for SNFs, distinguishing federal requirements from state-only regulations that apply in non-certified settings",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Identifies the mandatory RN on-site 24/7 requirement and understands how this federal supervision structure defines the LVN's practice model in SNFs, including when rural waivers or hardship exemptions may apply",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Understands the dual-layer regulatory model in SNFs: state Board of Nursing governs LVN scope of practice, while CMS governs facility operations, care processes, and quality standards",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Skill: Applies facility policies and procedures that simultaneously comply with state Nurse Practice Act requirements, federal Conditions of Participation (CoPs), and facility-specific care protocols",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Ability: Recognizes when a requested task falls outside LVN scope under state or federal requirements and escalates appropriately to the supervising RN or Director of Nursing,Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Domain 2: Resident Assessment and the MDS/RAI Process,Parent,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Describes the Resident Assessment Instrument (RAI) process, including the Minimum Data Set (MDS) assessment, Care Area Assessment (CAA), and interdisciplinary care planning requirements mandated by federal regulations",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Identifies the LVN's permitted role in MDS completion: may complete quarterly (focused) MDS assessments independently and contribute data to comprehensive assessments, but may not sign comprehensive MDS assessments (RN or physician signature required)",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Skill: Accurately codes MDS sections within LVN scope, documenting resident functional status, cognitive patterns, mood, behavior, bowel and bladder function, skin condition, and other observable clinical data",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Skill: Contributes meaningful clinical observations to the interdisciplinary team during care plan meetings and communicates assessment findings that trigger CAAs,Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Ability: Recognizes clinically significant changes in resident condition and notifies the RN or MDS coordinator within required timeframes,Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Domain 3: Nursing Practice Under RN Supervision,Parent,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Knowledge: Understands the federal requirement for RN supervision of LVN practice in SNFs and differentiates this continuous RN oversight model from the more autonomous LVN role in non-certified settings,Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Identifies tasks that require RN presence, RN delegation, or RN co-signature under facility policy and state scope of practice rules, including IV medication administration, blood transfusions, and initial nursing assessments",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Skill: Communicates clinical concerns, resident status changes, and care plan deviations to the supervising RN using structured communication tools (SBAR, situation reports, shift reports)",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Skill: Accepts delegated tasks from the RN within LVN scope, confirms understanding of parameters and expected outcomes, and provides feedback on task completion and resident response",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Ability: Maintains professional accountability for LVN-scope tasks while recognizing the RN retains ultimate accountability for resident care outcomes under the federal supervision model,Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Domain 4: Medication Administration and Management in SNFs,Parent,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Describes the medication management system in SNFs, including physician ordering, pharmacy dispensing, nursing administration, and documentation requirements under federal and state regulations",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Identifies high-alert medications common in the SNF population - anticoagulants, insulin, opioids, psychotropics, antibiotics - and the specific monitoring, adverse effect recognition, and documentation required for each category",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Skill: Administers medications via all routes within LVN scope (oral, topical, subcutaneous, intramuscular, rectal, ophthalmic, otic, inhaled) and recognizes when routes exceed scope (e.g., IV push in many states)",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Skill: Documents medication administration accurately and timely in the Medication Administration Record (MAR), including administration, refusals, hold parameters, effectiveness, and adverse reactions",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Ability: Identifies medication errors, near-misses, and adverse drug events; follows facility error reporting and disclosure protocols; and participates in root cause analysis and quality improvement activities",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),Domain 5: Care Planning and Interdisciplinary Team Participation,Parent,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Describes the federally-required interdisciplinary care planning process in SNFs, including the composition of the IDT, required care plan conferences, and timelines for plan development and revision",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
WR LVN_SNF,US,skilled nursing facility,Licensed Vocational Nurse (LVN),Skilled Nursing Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Skilled Nursing Facility (FINAL),"Knowledge: Understands the LVN's role in care plan execution: implements RN-developed care plans, documents resident response to interventions, and contributes observations that inform plan revisions",Child,Workforce Readiness,,,Source: JobStudy_LVN_SNF_FINAL.docx | Date of Review: May 2026
